Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
10.12.2017;00:00;00:00;116.575;37.284,5;69.428,25;552.879,25;9.921,25;5.510;237.427;332.134,25;46.201,75;55.677,75;17.974,5;34.393,25
11.12.2017;00:00;00:00;115.649,75;40.104,25;56.602,5;360.679,25;5.666,5;5.650;243.291;402.254,75;248.285,75;91.865,25;21.448,5;36.948,25
12.12.2017;00:00;00:00;114.584,75;47.069;71.876,75;520.671,75;13.248;5.524,5;238.465,75;366.604,5;173.923,75;77.218,5;15.808,75;36.677,75
13.12.2017;00:00;00:00;114.856,5;46.130,75;72.517,75;630.442,25;36.879,25;5.529,75;237.970,25;333.439;118.433,75;67.158;14.661;36.025,5
14.12.2017;00:00;00:00;115.339;44.763;76.560,25;611.776;21.028,25;5.429,5;239.163,75;320.736,5;145.671,25;74.346,5;20.040,75;36.756
15.12.2017;00:00;00:00;116.302,5;46.544;26.462,75;160.213,25;21.653;5.556;245.162,5;390.559,75;266.884,5;111.504,75;33.496,25;38.223,5
16.12.2017;00:00;00:00;116.605,5;44.048;63.008,5;206.369,5;15.902,5;5.558,5;244.008,25;386.057,25;193.799,5;66.551,75;14.649,5;35.935
17.12.2017;00:00;00:00;116.567;41.563,5;44.780;206.139,75;12.620;5.577;243.525,25;385.153,5;160.938;64.224,75;18.445,5;35.894,25
18.12.2017;00:00;00:00;115.722,25;44.265;33.518,5;111.936,5;15.896,75;5.583;244.782;388.357,75;287.953,75;131.554,25;33.355;38.076
19.12.2017;00:00;00:00;115.440,75;46.338;14.555,75;85.880,5;8.795,75;5.582,25;245.003,75;393.439,25;320.754,5;146.364;28.291,75;39.317,25
20.12.2017;00:00;00:00;115.664,75;45.550;20.747,25;63.781;8.798,25;5.597,25;244.269;400.840,25;331.001,25;143.098,5;24.164,5;38.242,5
21.12.2017;00:00;00:00;115.613,75;43.335,75;27.291;233.068,75;7.311,25;5.506;243.673,75;394.478,25;277.756,75;104.297;17.460,5;36.969
22.12.2017;00:00;00:00;116.379,75;43.606;36.408;191.325,25;10.065,75;5.313,5;243.182;383.781,5;227.609;72.936,5;21.434,5;35.400,5
23.12.2017;00:00;00:00;115.414,75;45.909,25;79.716,5;643.333,75;8.447,75;4.795;228.960,5;184.067,5;55.956,75;35.498;10.751,75;31.311,75
24.12.2017;00:00;00:00;115.176,75;39.668,75;81.371;722.831,5;9.948,75;4.162,25;153.512,75;114.504,75;35.816,25;23.164,75;16.186;28.342
25.12.2017;00:00;00:00;115.302,5;38.712;92.113,25;497.185,5;15.763,5;4.540;213.454,5;179.720,5;37.817,75;26.935,25;21.674,75;29.893,5
26.12.2017;00:00;00:00;114.557,75;38.825,75;88.155,25;623.768;30.922,5;4.447,75;217.358;183.486,5;40.885;28.306,25;11.319,25;29.786
27.12.2017;00:00;00:00;114.860,25;38.492,5;53.698,75;346.923,75;16.531,25;5.419,75;239.218;287.897;79.438;41.941,25;19.173,75;33.629,25
28.12.2017;00:00;00:00;115.354;39.320;82.777,5;410.790,5;14.350,75;5.684;234.819,5;296.355,5;59.548;58.548,5;16.379;33.970,75
29.12.2017;00:00;00:00;115.922,25;38.862,75;90.671,75;494.512,25;30.537,25;5.419,5;225.829,25;281.006,75;50.012,25;51.867,5;23.090,5;34.186,25
30.12.2017;00:00;00:00;115.840,25;39.529,25;71.053,5;638.626;7.464,75;4.924,25;228.012,5;202.734,5;43.705,75;34.371,5;15.822,5;30.562,75
31.12.2017;00:00;00:00;114.394,5;43.578,75;85.147,5;632.875,75;19.980;4.240,75;193.231;155.968,25;34.404;25.837;19.078,75;28.704,5
01.01.2018;00:00;00:00;114.527;40.433,75;75.969;613.435;29.486;4.268,5;156.724,25;199.363,25;41.482,75;63.992,25;25.634;30.570,25
02.01.2018;00:00;00:00;116.100,5;40.927;63.497,5;395.677,75;16.325,75;5.370,5;220.838,75;346.229;102.323,75;113.800;41.617;34.412,25
03.01.2018;00:00;00:00;115.527,75;42.643;91.808,75;825.386,25;13.103,25;5.129,75;195.912,5;241.781,5;62.061,25;88.898;32.165;34.566,25
04.01.2018;00:00;00:00;116.167;45.360;37.370,5;555.422,75;9.263,5;5.304,25;216.736,5;311.946;167.961;109.256,75;48.133,5;34.656,5
05.01.2018;00:00;00:00;116.471,5;45.341,5;27.849,75;515.496,25;18.380;5.154,5;209.575,25;330.104;183.418,75;119.025,5;46.083,75;32.383,25
06.01.2018;00:00;00:00;116.144,5;44.859;29.257,25;173.038;29.154,5;4.637,5;222.618,5;379.559,75;157.074,5;103.531;37.514,25;31.082,5
07.01.2018;00:00;00:00;116.347,75;41.947,75;33.866;350.667;17.001;4.671,75;222.074,25;360.170,25;66.560,5;92.120,5;26.587,25;31.262
08.01.2018;00:00;00:00;115.819,25;41.859;63.118,25;475.899,5;30.372;5.494,5;224.668,75;401.155,5;143.659,5;136.391,75;40.057,5;33.522,75
09.01.2018;00:00;00:00;115.715,75;45.974;79.408,25;457.452;29.452,75;5.522,25;218.569,75;383.370,25;169.046,75;146.779;27.069,5;33.109,75
10.01.2018;00:00;00:00;116.332,5;47.533,25;25.973,25;130.235,5;37.828,75;5.527,5;224.074;419.896;295.355,5;188.311,5;32.357,75;33.885,25
11.01.2018;00:00;00:00;116.424,25;47.361;10.964,75;24.308;21.015,75;5.555,25;225.169,75;421.093,25;348.594,5;234.798,75;32.543,75;34.734,75
12.01.2018;00:00;00:00;117.030,75;46.726;49.457;78.570,75;11.010,5;5.539,5;224.486,5;409.452,5;325.887,5;202.206,75;37.749,75;33.893,75
13.01.2018;00:00;00:00;116.587,75;45.354,25;73.133,75;253.186,75;11.431;5.551,75;224.009;410.535;156.956,5;127.327,5;17.032;32.852,5
14.01.2018;00:00;00:00;116.504,25;42.105,75;78.299;315.142,25;33.246,75;5.540,5;220.176,75;394.500,5;80.470,25;116.490,25;23.913;31.383,25
15.01.2018;00:00;00:00;115.864,25;41.058,5;85.285,5;634.250,25;30.279;5.506,75;218.935;349.909,75;106.647;127.123;30.383,25;32.218,75
16.01.2018;00:00;00:00;115.824;42.664;90.000,25;597.685,25;18.544,5;5.380;217.157,5;349.136;120.815,75;118.867,75;38.799;32.272
17.01.2018;00:00;00:00;115.499;47.417;82.366;570.201,25;18.862,5;5.465;220.035,5;386.414,75;110.538,5;125.476,5;32.738,25;32.238,5
18.01.2018;00:00;00:00;115.654,5;46.878,25;64.893,5;630.214,25;15.810,5;5.504,25;221.479,75;354.393;129.575,25;120.588,75;28.764,25;32.630,75
19.01.2018;00:00;00:00;116.819;49.682,75;35.775,25;262.474,5;26.535,5;5.534,75;224.696,5;404.148;229.273,5;178.814;35.470,25;33.328
20.01.2018;00:00;00:00;116.049;48.135,25;37.278,25;179.931,25;15.012,75;5.464;225.316,25;420.043,25;180.833,75;129.797,25;27.130,25;33.153
21.01.2018;00:00;00:00;115.350,25;45.468;17.739,75;82.989;18.297;5.525,25;225.862,5;418.836,25;144.694;63.131,75;21.774,75;32.854,25
22.01.2018;00:00;00:00;115.390;45.565,75;59.321,5;253.567;9.660,5;5.512,75;224.850,5;392.245,75;262.090;172.353,5;32.288;34.585,5
23.01.2018;00:00;00:00;115.396,5;47.086,75;59.174,75;315.352,5;18.981,25;5.477,25;221.668,75;383.764,25;254.013;160.539,25;32.533,25;33.811,5
24.01.2018;00:00;00:00;114.551,75;45.357,75;98.304,25;658.135,75;41.025,25;5.321;215.635;341.626,75;98.753,25;103.543,75;29.498,5;32.650,5
25.01.2018;00:00;00:00;115.545;43.377,5;89.517,25;331.469,25;30.154,75;5.168;219.532;374.013,5;255.019,75;152.449;31.999;32.639,25
26.01.2018;00:00;00:00;116.559;45.905,25;8.033,25;45.725,5;27.650,75;5.420,25;224.416,75;410.053,5;348.485,5;187.753,75;37.484,25;36.064,5
27.01.2018;00:00;00:00;116.489,75;45.742;58.273;223.475,5;25.557,75;5.328,25;219.381,5;396.141,25;164.187,25;113.357,5;18.459,5;33.450,5
28.01.2018;00:00;00:00;115.684,5;41.182,25;89.077,75;749.708;22.198,75;4.356,25;168.162,5;169.061,75;45.038,5;67.928,25;19.136,25;30.123,75
29.01.2018;00:00;00:00;115.939,5;42.620,75;89.651,5;803.211,25;23.738,75;4.930,75;200.812,25;253.681,75;76.287,75;96.068,25;22.484,75;31.367,25
30.01.2018;00:00;00:00;116.618,75;44.838,75;83.154,75;401.047,25;49.857,5;5.429,5;221.033;330.388,25;217.955,25;155.288,75;37.802,75;33.296
31.01.2018;00:00;00:00;115.912,25;44.771,75;92.803,25;603.766,75;30.906,25;5.453,5;219.739,5;361.418,25;116.582,75;121.183,5;20.567,25;33.972
01.02.2018;00:00;00:00;116.369,75;45.676,25;91.295,5;432.482,5;32.594;5.729;218.468;381.813,5;175.137,25;140.867,25;27.608,25;30.485,5
02.02.2018;00:00;00:00;117.032,75;46.792,75;55.182,75;311.073,75;38.071;5.820,75;221.569,25;408.070,25;275.753;162.090,25;24.311,75;32.553
03.02.2018;00:00;00:00;116.831,5;44.785,75;26.731,5;85.287,25;25.097,25;5.819,25;224.624,5;404.267,75;255.810,5;169.383;23.963,75;33.442,25
04.02.2018;00:00;00:00;115.940,25;42.787,5;93.955,5;154.272;26.188,5;5.855;224.359;414.949,75;159.125,25;141.442,5;11.664;31.034,5
05.02.2018;00:00;00:00;116.404,5;43.153,5;33.879,75;170.796,5;53.301,25;5.831,25;225.896;434.243,25;337.748,5;231.497,75;32.405,5;31.744
06.02.2018;00:00;00:00;115.800;45.018,5;4.849;91.900,5;66.492,25;5.790,75;225.530,25;434.933;362.363,75;256.016,25;33.540;28.264
07.02.2018;00:00;00:00;115.537,5;44.449,25;7.193,75;48.549,25;55.938,25;5.748,25;225.581,5;429.694,25;377.364,25;263.841,5;43.076,75;27.522
08.02.2018;00:00;00:00;115.486,5;44.882;52.355,25;33.266,5;51.719,25;5.810;225.205,75;422.976,5;367.156,75;254.734,5;33.071,25;29.193,5
09.02.2018;00:00;00:00;115.979,25;43.446;81.998;128.660,5;42.353,75;5.805,5;224.951;409.469;341.306,75;198.941;36.459,75;29.657,5
10.02.2018;00:00;00:00;117.250;42.294,25;50.335;106.546,5;24.428,5;5.807,25;225.384,5;402.356,5;278.995,25;173.233,75;20.602,75;29.126,25
11.02.2018;00:00;00:00;116.121,75;38.374,75;98.181;523.431,25;28.514,75;5.579,75;217.613;272.973,5;70.768,5;115.484,5;11.507,25;27.923,75
12.02.2018;00:00;00:00;116.087,5;37.613,25;93.650,25;383.203,75;47.378,5;5.761,5;220.492,25;350.097,5;225.936,5;152.937,5;22.888,5;29.800,5
13.02.2018;00:00;00:00;116.596,25;39.897,75;68.547,75;193.780,75;97.674,5;5.758;219.165,25;397.832;310.411,25;177.675,25;30.848,75;29.819
14.02.2018;00:00;00:00;116.267,25;40.179,75;75.246,5;234.590,75;113.512,25;5.677,25;221.784,75;395.754,5;296.281,25;182.881,75;25.169;31.716
15.02.2018;00:00;00:00;116.382,25;38.597,5;90.552,25;421.211;30.741,75;5.697,5;222.771,75;367.757,5;254.252,25;160.045,25;27.859,25;31.323
16.02.2018;00:00;00:00;117.993,25;43.521,5;63.301,25;272.854,75;71.702,5;5.749;224.584,25;356.553,75;288.833,75;187.460,5;36.498,5;32.034,25
17.02.2018;00:00;00:00;117.903,25;45.655,5;7.095,5;69.442,25;34.461,75;5.795,5;225.741,25;381.670;295.608,25;175.476,25;20.157,5;31.142,75
18.02.2018;00:00;00:00;117.033,75;43.512,75;28.333;91.104;59.637,25;5.787,5;224.955,25;405.951,25;249.753,75;132.391;11.091,5;29.148,75
19.02.2018;00:00;00:00;116.923,25;42.646,75;7.517,75;58.548;58.917,25;5.813,25;225.976,75;436.648,25;350.199,25;219.564;44.945,25;30.858,25
20.02.2018;00:00;00:00;116.991,25;45.817,75;9.255,75;94.322,5;65.834;5.812,75;226.022,25;436.035,75;374.977,25;244.878;33.208,75;31.178,75
21.02.2018;00:00;00:00;116.486,25;44.510;3.814;146.315,5;91.726,75;5.789,5;226.655,75;429.036,75;359.062,25;237.808,25;27.253,25;33.492,5
22.02.2018;00:00;00:00;116.938,75;41.352;7.712;250.251,25;88.681;5.796,75;226.457,25;426.556,75;362.733,75;192.406,5;29.811,25;32.469,25
23.02.2018;00:00;00:00;116.890,25;40.570,75;43.694;311.482,25;105.663,25;5.810;223.542,75;423.717,25;352.175,5;159.147,5;32.208,25;32.415,75
24.02.2018;00:00;00:00;116.011;38.219;98.352,75;483.951,75;109.932,25;5.660,5;180.130,75;332.172,75;117.969,75;123.866,75;11.753,75;29.806,5
25.02.2018;00:00;00:00;116.904,25;36.022,25;68.550,75;285.573,75;122.087,5;5.727;188.914,75;395.593,75;180.925,75;127.450;12.152,75;29.796
26.02.2018;00:00;00:00;116.233,25;35.662,5;86.765,25;311.206;81.634,5;5.735,25;192.119;424.768;363.134,5;160.123,75;32.294,75;30.518,25
27.02.2018;00:00;00:00;115.547;37.549,25;89.729,75;240.467,75;97.963,75;5.840,75;193.437,75;419.136,75;385.306,25;174.468,75;37.357,5;30.990,5
28.02.2018;00:00;00:00;114.290,25;37.160,5;101.436,25;453.620,75;108.252;5.791,5;192.774;395.655,5;292.040,75;149.338,25;28.005,25;30.267,75
01.03.2018;00:00;00:00;114.462,5;34.510,5;98.888,25;627.597,5;110.481,25;5.571,25;192.222;353.518,25;189.714,75;135.635,5;25.852,5;28.650
02.03.2018;00:00;00:00;115.823,75;35.197,5;98.108,25;438.176,5;102.090,75;5.577;193.156,25;405.984;269.309,75;131.197,5;39.867,5;27.673,5
03.03.2018;00:00;00:00;116.108,25;36.422,75;99.327,5;321.506,5;77.040,25;5.529;193.753;423.447,25;228.370;116.848;21.166,25;30.007
04.03.2018;00:00;00:00;115.059;33.929,75;93.668,5;308.809,25;100.455,25;5.460,25;192.004;401.605,5;166.495,5;107.325,75;8.371,25;30.231,25
05.03.2018;00:00;00:00;114.038,75;34.651,75;77.318;232.104;104.489,25;5.374;190.049,5;402.102;309.189;148.363,75;31.581,25;30.955
06.03.2018;00:00;00:00;114.024;38.004;31.447,5;109.463,5;76.481;5.390,25;193.229,5;408.341,5;391.371;205.918;31.090,5;28.732,5
07.03.2018;00:00;00:00;113.139;38.558,25;12.500;140.564,75;56.922,5;5.380,5;192.870;405.538,75;390.723,25;202.015,75;35.888,5;29.960,25
08.03.2018;00:00;00:00;113.898;37.644,25;36.414,5;430.033,5;93.282,5;5.368,5;192.723,25;396.183;287.873,75;117.572;20.696,25;32.939,75
09.03.2018;00:00;00:00;114.675,25;35.436,5;36.689;339.557,25;71.754,25;5.342,75;191.663;379.237,5;270.690,75;129.064,25;32.600;32.630,5
10.03.2018;00:00;00:00;113.869,75;35.252,25;66.654,5;225.285,75;56.037;5.340,25;192.052;383.120,25;147.306;102.581,25;13.733,25;32.520,25
11.03.2018;00:00;00:00;112.531;35.131,75;58.556,75;189.433;84.286,5;4.988,5;191.210;357.112,5;76.962,25;84.335;15.548,25;30.612,75
12.03.2018;00:00;00:00;113.186,25;39.816,5;5.677;187.575;49.397,75;5.121;192.127;389.047,5;283.484;122.293,25;42.414,25;31.383,5
13.03.2018;00:00;00:00;108.176,25;42.130,75;34.041,5;398.094,5;52.338,5;5.107;192.220,5;385.104,75;293.562;109.370,25;22.358,5;27.965
14.03.2018;00:00;00:00;111.830,75;42.066,75;25.667,5;122.363;71.454;5.399,25;192.952,25;390.451,5;359.976;123.628;38.480,75;31.415
15.03.2018;00:00;00:00;112.707,5;40.459;86.757,75;548.587;108.585,25;5.358,5;189.653,5;316.327,25;103.568,5;113.029,25;25.103,75;29.598,25
16.03.2018;00:00;00:00;113.203,5;40.358;50.940,5;531.493;48.726;5.370,75;186.379,75;302.698;143.159;124.086,25;40.778,5;29.537,25
17.03.2018;00:00;00:00;112.128;39.725;55.327,75;728.820,25;52.766,75;5.271,25;181.580,5;176.932,5;87.972,5;85.953,25;20.832;27.920,25
18.03.2018;00:00;00:00;110.885,25;36.224,75;62.768,75;688.897,25;82.333,5;4.964,5;170.628;194.634;94.270,5;79.847,5;13.975,5;26.496
19.03.2018;00:00;00:00;104.507;36.742;42.928,25;207.357,25;119.135,25;5.288,25;191.699,25;379.517,5;343.819,25;159.439,75;52.105;28.027,25
20.03.2018;00:00;00:00;103.968;36.140;59.531;284.194,25;99.836;5.362,5;192.185,75;381.395,75;358.322;170.000,75;37.897,25;28.882,25
21.03.2018;00:00;00:00;104.902,25;34.113,5;48.032;146.134;135.522,25;5.332,75;191.039;402.140;350.205;194.620,75;40.545,75;28.125,25
22.03.2018;00:00;00:00;107.461,5;33.461;55.413,5;355.635,5;56.306,5;5.362;208.527,5;389.071,25;293.865,25;165.899;34.074;27.910,5
23.03.2018;00:00;00:00;108.519,75;33.819;41.684,5;56.714,25;44.664,5;5.368,25;223.702,75;394.586,5;377.462,25;196.575,5;35.892,75;29.849,25
24.03.2018;00:00;00:00;108.375,5;32.403;11.687,25;60.391;144.548,25;5.371,75;223.657,75;380.751;345.206,25;124.040,5;15.205,25;30.228,5
25.03.2018;00:00;00:00;102.385;29.539,5;3.505,5;32.312;158.680,75;5.065;213.668,5;362.525;248.976,75;98.689,75;13.224;28.442,5
26.03.2018;00:00;00:00;109.795,5;30.938;7.131,75;57.527,75;72.805,25;5.345,75;222.008,75;392.260,75;370.476,75;185.054,75;36.648,5;29.199,75
27.03.2018;00:00;00:00;113.985,25;32.144,75;20.384;88.009,75;112.027;5.286,75;221.275,5;379.665,75;379.591;181.534,5;31.291,25;30.174,75
28.03.2018;00:00;00:00;114.219,25;33.298,5;91.634,75;334.831;46.277,75;5.388;221.403,25;374.161,75;281.685,5;140.735,75;22.380,25;30.568,75
29.03.2018;00:00;00:00;109.794;36.967;31.142,25;343.676,75;95.124,75;5.352,5;221.330,25;372.002,25;256.523,25;97.678,25;29.449,25;29.646,75
30.03.2018;00:00;00:00;113.798,25;38.896,75;81.847,75;238.937,75;145.949,75;5.235,25;205.598,25;315.180;108.328,5;84.254,5;17.387;28.905
31.03.2018;00:00;00:00;112.974,25;39.471;91.887,75;224.863,75;74.109,5;5.331,5;219.249,5;296.541,75;65.524;90.147,25;29.848,75;30.474,5
01.04.2018;00:00;00:00;112.628,5;39.630,25;29.489;334.114;73.510,5;5.721,75;187.511,5;240.334,25;64.130;81.869,75;14.972,25;30.820,75
02.04.2018;00:00;00:00;112.942,75;38.397,5;39.235,25;187.159;151.579;5.563,75;186.642;300.261;65.260,25;81.496,25;22.027,25;30.519,25
03.04.2018;00:00;00:00;111.639,25;37.693,75;75.284;346.171,75;142.941,75;5.315,5;185.684,25;348.417,75;147.093;99.200,5;36.025,75;31.241,25
04.04.2018;00:00;00:00;110.447,25;40.823,5;51.693,5;305.878;138.517,5;4.740,75;184.660,75;380.004,25;175.857,25;106.760,25;39.083,25;30.506,5
05.04.2018;00:00;00:00;112.027;44.482,25;82.853,25;562.915,25;98.874,25;5.002,25;185.499,75;349.787,5;117.312,5;91.245,5;27.962,25;30.480,75
06.04.2018;00:00;00:00;112.720;43.692,25;55.710;254.059,75;216.115,25;5.342,5;185.523,25;356.360,25;127.001,25;45.608,25;28.834;30.555,5
07.04.2018;00:00;00:00;112.478;41.757;73.927,5;384.574,25;212.637;4.767;183.389,25;254.430,75;40.737;31.497,25;21.696,25;29.842,5
08.04.2018;00:00;00:00;109.706;42.871,75;13.443;171.417,25;197.088,5;4.767,25;184.188;289.372;101.627,25;72.212,25;14.067,5;30.766
09.04.2018;00:00;00:00;106.689,5;45.294;39.997;98.408;145.757,75;4.578,5;183.588,5;385.416;235.941,75;119.736,75;43.708,5;30.545,75
10.04.2018;00:00;00:00;106.111;45.681,25;100.207;320.466;155.789,5;4.611,25;179.624;378.549;164.769,5;34.032,75;17.091,75;29.800,25
11.04.2018;00:00;00:00;105.867,5;46.521,5;100.830;310.695,5;150.465,75;4.604,5;179.902,25;379.712,75;168.511;48.574,25;29.128,75;31.208,25
12.04.2018;00:00;00:00;107.802,25;45.645,25;106.888,25;375.763,25;142.465,25;4.612,5;182.697,75;355.997,25;134.721,75;86.008;39.712,75;31.391,5
13.04.2018;00:00;00:00;108.344;45.327,5;50.246;268.065,75;85.509;4.612,25;182.716,25;373.560;213.868,5;95.330,75;36.698,75;31.221,5
14.04.2018;00:00;00:00;109.164,25;43.894,75;40.130,5;223.508,5;156.291,25;4.063,25;182.367,75;358.549,5;135.572,25;61.212,5;24.798,75;27.931,75
15.04.2018;00:00;00:00;108.375,75;43.486,75;11.828,25;52.700,25;142.177,5;4.053,75;180.826,5;373.473,25;115.016,75;58.485,5;9.790,25;27.711,75
16.04.2018;00:00;00:00;107.560;45.860,25;23.010,75;58.693,75;101.678;4.574,5;182.326,75;390.505;313.661,5;114.227;40.241,25;29.781,75
17.04.2018;00:00;00:00;107.586;48.878,75;41.869,5;52.663,5;195.009,25;4.646;182.067,75;396.484,75;308.699,75;102.457,25;26.809;35.280,75
18.04.2018;00:00;00:00;106.081,5;49.137,5;37.204,75;66.434,5;213.960,75;4.519,5;181.179;403.452,75;286.755,25;93.963,5;28.171,25;31.103,25
19.04.2018;00:00;00:00;105.528,5;50.375;43.681,75;152.047,75;214.802,75;4.370;180.065,5;404.935,25;215.654;90.729,25;28.334;33.114,75
20.04.2018;00:00;00:00;105.758;52.120;45.249;156.295,75;212.345;4.393,5;179.714,75;379.219;198.022;83.278,5;32.989,5;29.280
21.04.2018;00:00;00:00;108.280,25;53.832,75;17.021,5;74.437,5;208.750,25;4.356;158.017,25;344.319,25;71.227;51.498;21.140;28.577,75
22.04.2018;00:00;00:00;101.694,25;53.048;41.919,75;121.535;197.442,75;4.429,5;152.182,75;252.739,5;51.022,25;48.384,5;14.362;29.735,25
23.04.2018;00:00;00:00;100.422;53.677,75;70.171;325.683,5;139.109,25;4.396;152.635;333.732;122.265,25;73.706,5;31.264,5;30.346,75
24.04.2018;00:00;00:00;101.200,5;54.328,5;83.053,5;297.773,75;142.092,25;4.651,75;153.607,5;352.115,5;118.791;71.359,25;27.232,5;31.011,5
25.04.2018;00:00;00:00;100.972,75;54.537,5;56.369;460.703,5;138.714;4.551,25;152.784,5;318.192,25;85.795,25;58.951,25;27.871;31.212,25
26.04.2018;00:00;00:00;102.212,75;54.607,5;77.331,75;373.633,5;137.872,25;4.841,5;156.066;364.745;107.109,25;68.458,5;33.734,75;32.310
27.04.2018;00:00;00:00;103.662,5;55.131,75;31.881;135.056;206.520,5;4.847,5;154.564,25;371.566,25;128.304,25;78.959,75;35.916,25;30.131,25
28.04.2018;00:00;00:00;103.497,5;54.329,5;25.967,5;162.031,75;178.732,75;4.622,25;155.127,5;322.623,75;65.391,75;64.689,25;30.935;29.957
29.04.2018;00:00;00:00;106.755;54.469;31.822,5;149.631,25;188.282,5;4.004,25;144.296,25;262.073,25;44.858,75;48.042,75;18.209,25;27.975,25
30.04.2018;00:00;00:00;110.633,75;54.552,25;93.820;523.393,25;152.013,25;4.037,75;141.907,75;178.723,75;41.440,75;59.467,75;39.208;25.392
01.05.2018;00:00;00:00;111.828,5;52.734,25;54.476,75;527.945;149.879,75;4.168,5;135.055,75;177.304,25;42.898,75;50.599;18.723,75;23.592,5
02.05.2018;00:00;00:00;111.814,75;53.723,5;62.537,5;145.330,5;160.143;4.868,25;176.650,25;329.622;194.411,75;81.501,75;31.211,5;26.701,75
03.05.2018;00:00;00:00;110.465,75;52.519,5;27.180;161.546,75;169.955,5;4.877,25;154.010,5;341.985,5;223.390,75;84.765;27.540,5;28.171,5
04.05.2018;00:00;00:00;111.494,5;53.695,25;4.742,25;145.579,25;201.184,5;4.827,25;154.433,75;340.373,5;208.270;84.336;31.158,75;28.375,25
05.05.2018;00:00;00:00;111.434,75;53.222,25;6.649,25;201.066;223.943,75;4.766,5;153.795,75;317.985,75;51.430,75;60.442,25;22.408,75;27.667,5
06.05.2018;00:00;00:00;110.875,75;52.086;25.942,5;204.271,25;239.474,25;4.526,25;155.796,5;242.256,5;44.494;52.944,25;22.749,75;26.436,75
07.05.2018;00:00;00:00;110.006;53.147,5;35.258,25;202.961,25;237.925,25;4.532;183.479,75;321.585;101.310;65.586,5;36.544,75;21.741,25
08.05.2018;00:00;00:00;109.552,75;54.288,5;59.562,75;252.805,5;238.656,75;4.396,75;178.490,25;335.626;92.076,75;62.712,25;31.977,5;25.882
09.05.2018;00:00;00:00;108.590;52.904,5;51.754,5;177.999;210.975,5;4.391,25;182.950,25;350.166,5;100.518;73.096,5;42.152,75;27.780,5
10.05.2018;00:00;00:00;108.860,5;54.198;42.313,5;210.060,25;146.354,75;4.293,25;183.153,75;309.106,25;40.094,5;49.577,75;11.652,75;28.206,5
11.05.2018;00:00;00:00;110.691,5;54.308;10.378,25;62.725;163.235,75;4.632,25;171.230,75;336.726,5;121.699,5;65.786;36.345;28.438,5
12.05.2018;00:00;00:00;110.154,5;54.377,25;41.443,75;105.730;202.809,25;4.480,25;156.595,5;312.568;75.458,25;52.704;18.820,25;28.645,75
13.05.2018;00:00;00:00;108.192,75;53.327,75;69.644;265.192,25;177.558,5;4.278;155.615,5;231.163,25;37.897,25;46.421;16.114;28.049
14.05.2018;00:00;00:00;107.903,25;53.726;41.852,75;304.878;178.179,75;4.348,5;155.820,5;331.591,25;118.292;71.886,5;33.830;29.108,75
15.05.2018;00:00;00:00;105.759;55.715;18.218,75;184.107;173.235,75;4.367,5;156.368,25;348.675,75;219.014,75;76.113,5;36.475;28.532,5
16.05.2018;00:00;00:00;103.416,5;56.425,75;71.633;169.187;117.913,75;4.473;156.441;360.310;196.895;81.947,75;28.094,25;28.297,75
17.05.2018;00:00;00:00;110.575,25;57.292;90.555,25;316.149;150.093,75;4.450;154.813,5;348.533,75;99.141;71.468,5;19.616;28.523,5
18.05.2018;00:00;00:00;112.014,25;57.833,75;33.292,75;107.090;172.559,5;4.708,5;157.434;369.721,5;135.304,25;77.848,5;45.195,25;29.525,25
19.05.2018;00:00;00:00;111.944;57.083,75;2.400,5;48.416;185.187,5;4.655;155.445,5;334.430;76.877,5;65.166,75;19.872,25;28.249,75
20.05.2018;00:00;00:00;110.214,75;54.538;32.671,25;217.787,75;200.004,75;4.536;150.459,75;198.176;43.021,25;51.610,5;24.798;26.977,25
