Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
25.06.2017;00:00;00:00;107.422,5;45.640,25;66.712,75;279.171,75;121.687;3.982,75;207.276;314.066,5;29.410,5;25.520;19.919,5;21.041,75
26.06.2017;00:00;00:00;107.162,75;49.026,75;51.367,75;174.463;191.584,25;3.923,5;213.337,5;365.364,5;153.241,5;68.396,25;24.912;26.758,5
27.06.2017;00:00;00:00;107.156;47.795,25;15.031,5;68.622,25;151.238;3.898,25;213.410,25;372.691,25;233.406,25;97.715,25;39.049,5;23.694
28.06.2017;00:00;00:00;106.742,75;48.694,75;78.612,5;188.615,5;142.153,75;3.988,75;213.253;371.779,75;176.866;80.467;28.927,5;31.913,75
29.06.2017;00:00;00:00;107.016,5;50.367,75;8.845,25;166.937,25;105.580,25;3.988,5;212.088,75;361.777;195.299;85.537,25;25.766,25;32.272,25
30.06.2017;00:00;00:00;106.969,5;52.489,75;30.958,25;359.574,75;150.378,5;3.934,25;211.741,25;340.556,75;91.922;52.842,25;28.263;29.255
01.07.2017;00:00;00:00;106.260,5;50.566,5;50.644,75;273.282,25;109.991;3.740;213.406,25;329.770,75;43.336,5;34.987,75;18.041,5;27.110
02.07.2017;00:00;00:00;106.061,5;47.515,25;55.626,25;260.821,5;106.359,75;3.758,25;209.850,75;317.484,75;42.135,25;32.674,75;11.286;26.364,5
03.07.2017;00:00;00:00;106.135;48.788,5;55.722,25;218.539,25;196.601,75;3.752,5;213.657,5;334.953,5;112.600,25;60.823,25;23.888,75;28.420,75
04.07.2017;00:00;00:00;105.515,25;49.333,75;32.022,25;162.286;193.725,75;3.732,75;212.146;341.597,25;179.771;74.654,25;25.375,5;29.934,5
05.07.2017;00:00;00:00;106.139;47.749,25;3.702,75;28.617,75;201.440,5;3.704,25;212.451,25;361.223,25;245.959,25;87.162,25;23.757;30.227,25
06.07.2017;00:00;00:00;105.960,5;47.189;3.038,5;31.231,25;217.343,5;3.733,25;213.563,25;361.649,5;249.626,5;104.442;27.772,25;29.950
07.07.2017;00:00;00:00;106.154,5;46.589;4.501,75;129.851,25;173.787,5;3.761,75;205.091,5;350.857,75;226.945,75;101.159;30.078,5;27.207,25
08.07.2017;00:00;00:00;105.647,5;46.579,25;19.554,75;110.176;181.670;3.776,25;161.496,5;338.460,75;137.357,75;65.199,75;14.250,75;27.054,25
09.07.2017;00:00;00:00;105.709;46.337;5.160;38.320,25;180.651;3.811;153.041;341.638,5;122.820;50.909,25;13.163,25;29.510,25
10.07.2017;00:00;00:00;105.290,75;47.633;2.931;82.353;127.006;4.023,25;153.629,75;349.747,25;225.853;114.270;41.370,25;31.507,75
11.07.2017;00:00;00:00;105.348;50.070,5;28.766,25;144.592,75;152.590,25;3.891,5;153.589,5;349.028;178.544,75;101.452,5;17.205,75;31.501,5
12.07.2017;00:00;00:00;105.707,75;50.075,5;59.090,75;259.512,75;90.655,5;3.913,75;154.453,25;344.029,25;133.820,75;83.846,25;23.086;34.020,75
13.07.2017;00:00;00:00;106.065,75;49.014,75;34.174;186.766,5;200.408,5;3.992,25;155.336;358.150;128.874,5;79.120,75;24.857;32.888,25
14.07.2017;00:00;00:00;106.444,75;48.661,75;17.618,25;58.256,5;149.476,75;3.797,25;154.290,25;355.031,25;154.894;86.808;18.323,25;32.660,5
15.07.2017;00:00;00:00;106.127;49.395;13.455;71.156,75;154.732,25;3.802,5;154.986,25;326.464,5;117.106,5;62.495,25;12.130,75;31.175,5
16.07.2017;00:00;00:00;106.470,5;47.007,5;44.303;113.516;152.480,75;3.781;154.712,75;330.894;87.565,5;43.878;16.232,5;29.527
17.07.2017;00:00;00:00;106.146;46.038,25;27.918;70.863;177.550,5;3.740;154.508,25;336.517,5;205.766,75;90.442;20.809,25;30.114,75
18.07.2017;00:00;00:00;105.889,25;45.906,75;6.873,75;57.929;216.312,25;3.731;153.674,75;332.192,75;224.289,5;99.651;24.095,5;28.217,75
19.07.2017;00:00;00:00;105.334,5;46.875,5;59.329,5;169.887,25;212.238,75;3.695,75;152.662,25;328.517,5;170.315;89.622,75;21.705,75;29.845
20.07.2017;00:00;00:00;105.045,5;46.661,25;32.385,25;134.415,75;133.954,25;3.734,75;152.773,25;313.226,25;182.218;99.864,5;21.376,25;33.205,75
21.07.2017;00:00;00:00;105.989,5;48.296,75;22.312,75;82.535,75;204.260,25;3.756,25;153.480;326.638,25;166.952,25;84.113,75;17.213,5;30.824,5
22.07.2017;00:00;00:00;105.837,25;47.045,75;50.634,5;121.348,5;161.241,75;3.745;153.087,5;336.664;99.159,25;50.825,5;13.905,75;29.381
23.07.2017;00:00;00:00;105.819;47.260,75;27.326,75;191.503,25;141.338,25;3.762;146.145,75;308.788,5;65.162,25;37.078,25;11.434,25;29.563
24.07.2017;00:00;00:00;106.241,75;48.861,5;6.703,75;70.127,25;95.695,25;3.795,5;154.860,75;346.293,25;219.359,75;93.636;25.561;32.058,25
25.07.2017;00:00;00:00;106.146,75;51.430,5;40.584;238.058,5;72.041,5;3.959,75;155.877,5;340.525,5;174.655,25;66.091,75;13.761,25;32.814,75
26.07.2017;00:00;00:00;105.523,5;53.109,25;8.850;250.352,25;83.032,5;3.938,25;155.163,25;347.220,75;171.160,25;68.484,5;26.710,5;31.242,75
27.07.2017;00:00;00:00;106.112,75;49.197;40.885;142.336,5;104.742,75;3.882,75;179.728,25;365.473;154.299;64.076,75;20.135,5;28.697,75
28.07.2017;00:00;00:00;106.123,75;52.297,5;50.136,25;229.001,75;160.097;3.807,75;187.083,75;344.751;81.195,5;41.478,75;22.369;28.129,75
29.07.2017;00:00;00:00;106.414,5;52.513;58.181,25;241.750,5;168.388,25;3.798,5;181.467,75;290.283,5;39.253,75;27.923,5;28.488,5;27.392,75
30.07.2017;00:00;00:00;105.331,75;50.638,25;39.905;293.999,25;183.221,25;3.737,25;173.253,75;225.635,5;40.612,5;26.337,5;18.720,75;27.023,5
31.07.2017;00:00;00:00;105.497,25;53.488;32.574,75;95.986,75;183.304,25;3.976,75;215.608,25;330.730,25;117.435,75;52.882,75;32.651,25;24.573
01.08.2017;00:00;00:00;103.872,75;52.550,25;8.914;92.980;159.888,25;4.186;215.255,75;344.459;164.069;65.094;21.428,5;31.082,5
02.08.2017;00:00;00:00;104.394,5;52.166;24.428,5;72.738;165.589,75;4.156,25;215.182;351.663,75;161.774;67.260,75;25.066;33.560,5
03.08.2017;00:00;00:00;104.333,5;51.437,5;86.327;297.032;120.165,75;4.075,75;213.204,75;339.447,5;83.061,25;40.933,5;22.882,25;29.173,5
04.08.2017;00:00;00:00;105.744,5;49.950,25;86.610,75;369.571,75;145.631;4.088,5;212.404,75;333.480,25;47.940,75;35.563,75;27.759;29.483,5
05.08.2017;00:00;00:00;106.100,5;50.455,25;47.317,75;192.132;148.608,5;4.156,75;214.195;361.960,25;32.546,25;29.896;20.397,75;28.397
06.08.2017;00:00;00:00;105.578;50.180;47.750,25;136.460,75;164.459,75;4.146,25;208.406,75;331.121,25;38.535,75;28.749,5;18.327,25;27.592,25
07.08.2017;00:00;00:00;104.980,25;47.985,5;36.568,5;73.074,25;216.117,5;4.322,75;211.509,75;384.715,25;88.404,75;50.098,75;19.442,75;30.068,5
08.08.2017;00:00;00:00;104.437,75;49.064,5;37.846,75;202.846,75;143.739,25;4.298;210.447;377.844,75;114.036,75;53.667;21.164,5;30.804,75
09.08.2017;00:00;00:00;105.305,75;51.219,75;58.887,5;163.308,25;169.033,75;4.170,75;209.843,75;382.376,25;103.997,75;45.677;23.760;30.007
10.08.2017;00:00;00:00;105.689,75;51.500;14.467;85.265,75;71.162,5;4.467,5;207.989,25;383.706,5;154.388,75;64.713;27.837;31.328,25
11.08.2017;00:00;00:00;107.179,75;49.953;5.859,25;101.913,25;42.196,75;4.468,25;214.535,75;354.188,25;172.550,75;70.491;28.095,25;30.171,5
12.08.2017;00:00;00:00;107.496;51.617;40.498;255.193,5;80.903;4.269,75;213.493;324.164,5;34.277,5;27.933,75;14.256;27.755
13.08.2017;00:00;00:00;107.381,75;53.820,5;26.612,5;97.311,75;141.156,25;4.178,75;227.101,5;316.811,5;40.127;22.667,75;17.843,75;28.009,25
14.08.2017;00:00;00:00;106.466,75;53.191,25;30.090,5;81.414;201.026,25;4.324,25;234.355;352.158,5;88.663,75;38.112,5;28.539,5;28.810,75
15.08.2017;00:00;00:00;105.489,75;52.059,25;24.486;172.571,5;172.203;4.195;232.686;362.692;89.366;30.227,75;25.431,5;27.893,25
16.08.2017;00:00;00:00;105.887;52.317;15.819,25;53.759,5;150.676,75;4.313,5;240.682,25;391.464,25;155.462,5;45.678,25;23.864,5;28.298,5
17.08.2017;00:00;00:00;106.148,75;53.434,5;59.611,75;145.973,5;143.190,75;4.199,75;240.980,75;385.517,25;148.337,75;48.707,5;25.072,75;27.924,75
18.08.2017;00:00;00:00;106.475;52.509;42.527;143.223,5;125.638;4.329,75;241.583,5;391.170;138.281,5;49.887,25;24.823,5;27.792,25
19.08.2017;00:00;00:00;107.299,75;52.595;76.217;284.524,75;140.370;4.256,5;238.954,75;298.457,75;28.818,75;24.312,25;22.845,25;26.586,75
20.08.2017;00:00;00:00;108.049,25;50.654,5;86.701,5;233.063,5;156.867,25;4.094,5;225.182,75;251.451,25;26.424;22.047,5;15.181,25;25.897,5
21.08.2017;00:00;00:00;107.234;48.662,75;50.729,75;177.205;158.356;4.382;243.518,5;377.513;133.708,25;30.503,5;19.402,5;27.497,25
22.08.2017;00:00;00:00;107.187,5;48.858,5;13.856;77.714,25;173.373,25;4.299,5;244.206,25;379.682,25;182.491,5;31.961,75;26.891,75;28.288,75
23.08.2017;00:00;00:00;107.636,75;48.287,25;16.862,25;51.358;199.193,25;4.284,75;243.829;390.215,75;191.130;30.576,75;22.255;28.433
24.08.2017;00:00;00:00;107.384,5;46.982;55.469,25;141.664,5;146.339;4.254,75;242.728,25;371.231,25;200.506;35.664;28.772,75;28.003,75
25.08.2017;00:00;00:00;107.381,25;49.834,25;22.042;69.772,5;171.903,75;4.245,25;242.498;371.422,25;214.744,5;35.343,5;26.554,25;28.932
26.08.2017;00:00;00:00;106.583,5;47.700,25;3.658,5;41.823,5;152.021,25;4.226,75;241.396;367.900,5;177.415,25;26.147,25;17.165,75;27.959,25
27.08.2017;00:00;00:00;106.243;46.181,25;20.801,25;113.025;147.843;4.116,25;240.619;384.536,5;76.777,75;23.297,5;16.551,25;25.989,25
28.08.2017;00:00;00:00;105.177;45.184;2.590,5;32.813,75;178.631,75;4.264,5;242.370,25;382.828;217.364,75;42.124,25;31.593,75;29.191
29.08.2017;00:00;00:00;104.594;45.833,25;16.749,5;83.221,75;193.583,75;4.268;241.657,75;383.837,75;230.012;40.008,25;28.105,25;30.283
30.08.2017;00:00;00:00;103.992,5;44.597,75;28.907,5;150.543,25;152.123,5;4.346,25;239.174,75;393.546,75;228.253,75;42.687;26.212,5;30.677,5
31.08.2017;00:00;00:00;104.214;44.338,75;35.509,25;192.116,75;70.795,25;4.340,5;241.603;376.527;250.035,25;54.010,5;17.735,25;30.919,75
01.09.2017;00:00;00:00;105.746,25;49.443,5;5.329,25;32.467,25;83.406,75;4.354,5;226.576,25;388.368;255.565,5;56.423,25;18.636;33.236,25
02.09.2017;00:00;00:00;106.216;51.645,75;3.949,25;32.335,75;106.187;4.331,5;211.544,25;362.966;176.776;26.801,25;15.407,5;30.901
03.09.2017;00:00;00:00;106.660,5;46.035,5;1.641,75;22.354,75;140.194;4.330,75;212.586,75;369.765,25;114.284;27.878,75;11.385,25;30.258,75
04.09.2017;00:00;00:00;105.283,75;49.835,75;10.079,75;66.711;168.123;4.427,25;212.671,25;358.314,75;235.016,75;50.430,25;28.847,25;32.622
05.09.2017;00:00;00:00;104.514,75;52.740,5;33.714,75;70.275;135.541,5;4.514;212.682,75;356.315,25;265.391,5;50.350,75;22.081;32.450,75
06.09.2017;00:00;00:00;104.358;53.752,5;56.340,75;327.469,75;92.002,25;4.409;209.857,5;336.700;145.033,75;30.876,25;25.109,5;32.640,5
07.09.2017;00:00;00:00;105.105,5;53.336,25;51.287,25;296.746,75;100.495,75;4.431,25;210.712,75;328.000;160.446,5;46.593,25;27.802,5;33.715,25
08.09.2017;00:00;00:00;105.670,75;52.753;66.465,5;443.945,75;82.393,5;4.514;210.276,25;331.020,75;80.670,5;29.926;26.895;32.746,75
09.09.2017;00:00;00:00;106.196,75;51.926,25;13.591,5;287.917,25;63.259,5;4.468,75;211.185,75;324.914,5;70.402,25;27.385,75;28.214;31.223
10.09.2017;00:00;00:00;105.579,5;50.935,5;71.390;204.011,5;113.329,5;4.510;193.485;296.869;41.791,75;24.661,5;17.377,5;31.224
11.09.2017;00:00;00:00;105.245,25;50.161;90.404,25;489.873,5;102.464;4.427,25;195.576,25;285.492;83.047;31.829,25;28.013,75;32.222
12.09.2017;00:00;00:00;105.415,5;50.528,75;64.986,25;405.090,75;103.032,5;4.514,25;212.053,5;313.729,75;86.008,5;33.474,5;34.875,75;33.442
13.09.2017;00:00;00:00;104.891,75;49.713,75;67.505,75;685.568,5;76.820;4.405,75;203.001,75;226.652,75;66.402,25;32.769;28.427,75;32.974,25
14.09.2017;00:00;00:00;85.516,5;51.515,75;72.877,5;572.510,75;64.482;4.574,75;211.701,25;292.473,25;71.756,5;34.578;28.927;33.907
15.09.2017;00:00;00:00;86.691,75;52.215,5;56.622;294.158,5;120.941,5;4.479;213.104;357.128,25;158.846,5;35.019,25;28.756;34.452
16.09.2017;00:00;00:00;86.401;52.905,25;3.866,25;78.467,75;99.446,75;3.928,5;216.490,75;379.103,5;195.589,5;30.265,5;18.298,5;31.926,5
17.09.2017;00:00;00:00;85.633;52.557,25;2.982,5;19.782,75;119.925,75;3.932,5;213.678,75;379.655,25;174.691;31.523,25;14.907,75;31.450,25
18.09.2017;00:00;00:00;85.271,75;51.038,5;3.833,25;50.321,25;106.991,5;3.888,75;217.729,25;370.490,75;293.230,25;89.137,25;27.290;34.754,5
19.09.2017;00:00;00:00;85.478,5;50.906,75;19.847,75;55.957,25;93.990;3.930,75;217.154,25;380.582,75;294.040,5;89.302,25;26.151;35.377
20.09.2017;00:00;00:00;86.396,25;51.102,5;39.334,75;105.437,75;85.205,75;3.927,25;215.876,5;381.523,75;287.093,5;78.489,75;27.044;34.838,5
21.09.2017;00:00;00:00;86.381;51.011;17.451,25;33.325,75;123.772,25;4.095,75;215.237,25;390.468;283.498,5;73.555,75;22.024,5;33.528
22.09.2017;00:00;00:00;85.870;50.029;5.385,5;11.681,25;113.891,25;4.098,25;216.512,25;388.523,75;298.141,5;74.545,5;27.318,5;33.529,25
23.09.2017;00:00;00:00;105.763,5;48.576,75;2.452,75;22.323;117.185;3.896,75;210.742;368.925;235.036,5;57.439,25;19.802;31.751,25
24.09.2017;00:00;00:00;105.253;47.668,5;9.314,75;39.155,5;88.861;3.904;201.514;352.858;205.684,5;40.625,5;17.374,25;31.213,5
25.09.2017;00:00;00:00;105.239;46.621,25;34.188,25;69.363;91.454,5;3.908,75;199.450,75;358.030,25;301.823,75;94.112,75;36.200;33.978,5
26.09.2017;00:00;00:00;105.881,5;47.091,5;38.256,5;97.904,75;102.236,25;4.136,5;200.396;357.687;289.964,75;101.753,75;31.512,75;35.345,75
27.09.2017;00:00;00:00;106.420,5;46.901,5;46.115,5;97.184,25;108.036,75;4.284,25;201.473,25;353.863,25;293.744;99.147,75;30.652;35.062,75
28.09.2017;00:00;00:00;106.398,5;45.292,25;41.423;94.593,75;84.594,75;4.058;230.377;350.983,75;257.995,25;101.879,5;26.177,25;35.057
29.09.2017;00:00;00:00;107.051;43.511,5;49.018,75;118.857,5;99.957,25;4.510;244.268,75;364.780,5;246.913,75;89.829,75;24.441,75;35.202,5
30.09.2017;00:00;00:00;107.012;40.830,75;29.897,5;176.491,25;91.065,75;4.424,5;240.216;375.300,25;127.406,25;47.632;20.210,5;32.270,25
01.10.2017;00:00;00:00;105.455,75;42.390,5;59.419,75;138.674,75;87.195,25;4.491,25;243.555,5;351.541,5;46.730;37.313;23.948;31.946
02.10.2017;00:00;00:00;105.496,25;44.386,25;105.107;467.738,75;55.170,25;4.494,75;232.907,75;284.382,75;33.942;39.492,75;29.026,25;32.379
03.10.2017;00:00;00:00;105.671,75;46.353,75;102.976,25;361.435,25;79.475,25;4.470,5;234.684,25;286.359,25;40.392,25;38.144,25;26.731,5;24.447,5
04.10.2017;00:00;00:00;105.317,25;49.434,25;96.178,25;522.865,25;74.265,75;4.463,5;242.350,25;298.725,5;65.156,5;60.350,25;29.846,75;31.243,75
05.10.2017;00:00;00:00;103.791;47.709,75;96.083;650.043,5;70.284,75;4.439,75;237.499,5;278.413,5;36.648,25;46.646,5;29.534,75;31.318
06.10.2017;00:00;00:00;104.509,75;48.879;105.247,5;500.959,75;68.365;4.637,5;241.076,5;310.320;67.436,25;53.802,5;32.426,75;32.628,75
07.10.2017;00:00;00:00;106.186;49.012;105.558,5;533.859;52.326,25;4.540,5;229.079,25;239.294,25;34.257;34.712;15.484,75;31.740,5
08.10.2017;00:00;00:00;106.228,25;48.829,5;59.499,5;285.865;61.002,25;4.473,5;236.617,75;303.999,25;80.358,75;34.698,25;22.528,75;31.821,25
09.10.2017;00:00;00:00;105.683;47.776,5;16.588,5;146.300,5;68.709,5;5.048,75;247.186,25;359.549,75;281.255,5;96.073;36.341,25;34.023
10.10.2017;00:00;00:00;106.014,5;47.162;49.635,75;263.433,5;36.635,5;5.024;246.409,75;365.703;258.270,25;64.410,25;30.507,75;33.996,25
11.10.2017;00:00;00:00;106.045;44.825,75;85.668;432.010,25;63.035,75;4.704;240.462,5;341.424,75;151.539;46.068;30.506;31.287
12.10.2017;00:00;00:00;105.692,75;42.719,5;72.734,75;566.240,5;78.488,5;4.609,5;239.532,75;279.134;101.082,75;50.963,25;26.718,25;31.541
13.10.2017;00:00;00:00;107.006,5;42.140,75;80.778,25;227.896,25;91.525;4.636,5;243.236,5;352.949,75;220.736,75;64.668,25;38.187,5;34.658,75
14.10.2017;00:00;00:00;106.504;41.222,75;95.119,75;213.995,5;110.629,75;4.599,25;240.867,25;361.072,75;108.017,75;36.702,75;24.962;32.185,75
15.10.2017;00:00;00:00;106.148,25;38.541,25;62.025,75;146.961,25;123.717,75;4.524,75;240.317;360.161,75;85.378,5;33.526,25;17.636,25;32.056,25
16.10.2017;00:00;00:00;105.192,75;36.966;36.691,5;216.836,75;118.553,5;4.362;244.235;370.131,5;257.019,75;75.516,25;29.982;33.870,75
17.10.2017;00:00;00:00;104.803;37.564,25;78.022,5;199.977,25;106.554,75;4.240,5;240.432;372.077,25;264.511,5;91.689,75;28.558,75;34.236,75
18.10.2017;00:00;00:00;105.524,25;38.857,5;20.118,5;51.345;98.499,5;4.453;244.252,5;385.576,25;306.091,75;118.186;40.274,5;35.687,5
19.10.2017;00:00;00:00;105.382,75;38.749;40.446,75;102.624,25;95.179,5;4.510,5;244.500;384.399,75;282.568,5;111.834;25.383,5;35.953,75
20.10.2017;00:00;00:00;106.144;35.996,25;69.830;288.268,75;62.918,5;4.473,25;241.259;378.161,25;185.099,5;77.651;22.454,5;34.970,5
21.10.2017;00:00;00:00;106.975;34.614;64.638,5;212.062,25;44.625,5;4.536,5;238.317,5;394.100,5;122.632,25;38.114,75;23.874,25;33.866
22.10.2017;00:00;00:00;106.816;35.141;74.899;365.208,75;46.077,25;4.593,25;241.229;342.281,75;44.060,75;34.877,25;18.096,5;32.349,25
23.10.2017;00:00;00:00;107.074,5;36.558,25;35.170,25;240.929,75;30.341;4.928,5;243.607,25;401.362,5;254.494,75;96.270,5;32.147,25;36.093,5
24.10.2017;00:00;00:00;107.074,25;39.020,5;63.882,75;201.902,25;41.478,75;4.908;240.812,75;404.031,75;255.090;83.806,75;20.714,5;31.002,25
25.10.2017;00:00;00:00;105.834,25;37.358,5;73.770,25;392.518,75;52.359,75;4.735,25;242.854,25;386.428,75;150.031,75;63.150,25;23.968,5;26.310
26.10.2017;00:00;00:00;105.965,75;37.047,75;90.391,75;228.562,25;54.839,5;4.729,75;242.238,75;389.834,25;210.523,75;97.346,25;32.009,5;27.125,5
27.10.2017;00:00;00:00;106.626,75;38.879,75;79.148,75;445.186,75;52.373;4.866,75;239.801,75;359.340,25;92.141,25;61.217,75;30.111,25;30.154,25
28.10.2017;00:00;00:00;107.090,75;40.101;80.341,75;704.244;26.801,25;4.390,75;194.305,25;177.011,75;36.931;42.692,75;16.559;29.179,25
29.10.2017;00:00;00:00;109.232;41.170,5;71.086,5;677.514;52.241;4.379;182.441,75;166.524,25;28.070,5;35.289;16.251;25.661,5
30.10.2017;00:00;00:00;106.452,5;42.917;86.710,25;335.628,5;69.880,25;5.125;240.875,25;306.271;66.870,75;51.773;28.126,25;32.179,5
31.10.2017;00:00;00:00;108.797,5;40.924,25;52.702,25;201.861,25;56.767;5.443,25;244.755,25;337.570,25;96.002,25;67.677,25;22.615,5;37.361,5
01.11.2017;00:00;00:00;111.054,75;39.630,25;87.900,25;327.571,75;37.046,5;5.309,25;242.224,75;303.369,5;92.693,5;69.962;21.323,5;38.152,5
02.11.2017;00:00;00:00;110.679,5;38.466;51.151,25;302.659,25;51.505;5.191,75;243.355,75;348.813,75;197.499,25;72.885;20.660;37.275
03.11.2017;00:00;00:00;111.283,5;40.451;32.918;79.295,25;50.759,75;5.209,75;244.579,25;368.945,5;319.430,5;119.382,25;33.510,25;38.748,5
04.11.2017;00:00;00:00;111.615,75;37.674,5;68.091;235.808;57.358,25;5.111,75;242.758,25;375.793,25;135.728;48.200,75;11.171,75;36.033,5
05.11.2017;00:00;00:00;110.789,25;36.013,25;44.222,5;226.097,75;25.259,25;5.064,5;238.604,5;401.650,75;115.791,5;47.751,25;12.499,25;35.622,25
06.11.2017;00:00;00:00;110.955;44.190,75;25.428,5;80.122,5;40.298,75;5.290,5;216.288,75;423.152,75;277.592;125.903,75;37.212,25;38.917,75
07.11.2017;00:00;00:00;111.200;46.196,5;41.011,5;108.441,25;27.300,25;5.384;216.531,75;412.197,25;321.149,75;130.560,5;30.738;39.810
08.11.2017;00:00;00:00;110.698;45.337,75;7.484;61.416,75;18.330,75;5.381,25;216.531,5;398.343,25;318.214,75;143.285;37.484;41.174,75
09.11.2017;00:00;00:00;111.371;43.497,5;55.985,5;141.817,5;15.288,25;5.324,5;211.634,25;394.169,25;310.681;127.656;27.752,75;39.832
10.11.2017;00:00;00:00;111.852,75;41.994;82.305;537.332;12.772,5;5.293,25;210.451,75;348.539,5;105.094,75;77.896,5;23.978;35.567
11.11.2017;00:00;00:00;111.553,5;42.436,25;96.974,5;451.819,25;18.164;5.295,5;198.919;336.782;70.679,75;57.908,75;19.096,75;34.496,5
12.11.2017;00:00;00:00;112.437,25;49.124,25;65.550,5;178.645,5;15.730,75;5.333,75;209.876,25;398.960,75;111.142,5;49.972;21.943,25;35.423,75
13.11.2017;00:00;00:00;112.729;49.269,5;61.802,75;151.640,75;36.999,25;5.341;215.788;409.717,75;265.878,25;92.726;23.459;37.954,25
14.11.2017;00:00;00:00;114.494,75;48.401,5;46.214;245.608,5;38.772;5.358,5;213.212,5;407.089,25;268.458;92.637,5;17.665,5;37.250,5
15.11.2017;00:00;00:00;114.658;50.467,25;14.564,5;88.004,5;25.803;5.349,5;215.995,25;382.465;319.629;129.799;50.377;38.342,75
16.11.2017;00:00;00:00;114.819,25;49.856,25;60.639,5;110.955,75;18.145;5.358;215.282,5;377.056;325.126,75;127.484,5;36.119,25;40.506,5
17.11.2017;00:00;00:00;116.247;47.021,75;67.140;134.462,25;32.918,75;5.421,5;230.541;395.508,75;290.017,5;95.359,5;27.033,75;37.917
18.11.2017;00:00;00:00;116.378,75;43.885,75;72.806,5;523.816,5;18.878,5;5.479;242.097,5;307.985;67.405,75;60.761;21.011,5;34.552,5
19.11.2017;00:00;00:00;116.012;41.306,5;86.459,5;637.086;28.649,75;5.019,75;217.921,75;214.021,25;58.661,5;44.896,5;9.029,5;32.016,75
20.11.2017;00:00;00:00;115.153,5;41.868,25;38.331;356.614,25;14.912;5.544,25;238.569,5;348.486,25;267.417,25;94.231,25;31.887;36.789,5
21.11.2017;00:00;00:00;115.463;44.436;20.643,25;287.914,25;11.239,75;5.441,75;244.333,75;374.460,75;310.366,5;121.689,5;37.223,5;37.932,5
22.11.2017;00:00;00:00;113.459,75;43.588;68.444;513.176,75;46.148;5.290,75;237.590,75;354.861,5;131.376,75;72.916;32.741,25;34.649
23.11.2017;00:00;00:00;114.521,5;42.193;78.523;654.766,75;42.046;5.037,75;239.626,5;352.889,75;100.029,5;53.356;20.371;33.820,25
24.11.2017;00:00;00:00;115.785;40.781,5;50.805;280.103,5;30.441,25;5.068,5;243.357;405.635;237.429,5;75.360,5;32.627,5;35.900,25
25.11.2017;00:00;00:00;115.130,5;41.582,5;46.089,25;178.001,5;13.553,75;5.469;243.449,25;416.923,5;229.459,25;54.934,5;18.783,5;35.096,75
26.11.2017;00:00;00:00;115.370;42.183,5;93.399;503.340,5;22.587,75;5.557,25;243.507,5;336.609,25;63.815,25;44.958,75;17.495,5;34.849,25
27.11.2017;00:00;00:00;114.927,75;40.735,5;92.405;644.080;21.983;5.395,25;239.504;344.504;88.669,25;65.642,75;26.772,75;35.917
28.11.2017;00:00;00:00;114.773,5;42.046,75;60.493,25;475.270,75;19.658,5;5.377;240.681,75;367.778,5;225.638,75;89.105,75;23.667,75;37.341
29.11.2017;00:00;00:00;115.098,5;42.975;11.962,5;95.153,25;24.153,5;5.518,25;245.864,25;421.847,5;308.021,25;153.152;40.595,5;38.864
30.11.2017;00:00;00:00;114.888;45.419,25;13.227;52.072,5;14.313,75;5.625;246.437,5;432.311,5;335.186,5;160.694,5;34.318,25;39.236,75
01.12.2017;00:00;00:00;114.965,25;45.455,25;25.302,5;29.000,75;19.265,5;5.708,5;246.394,75;425.928,5;340.772,25;144.849;27.524,25;38.369,75
02.12.2017;00:00;00:00;116.833,5;42.299;49.683;68.567,5;16.459,5;5.708,25;245.915,5;408.125,75;281.575,25;68.824,25;17.192,5;37.132,5
03.12.2017;00:00;00:00;116.506,75;38.659,25;90.597;286.044;12.410,75;5.673,5;243.777,25;408.979,25;122.839,25;56.818,75;14.795;34.659
04.12.2017;00:00;00:00;115.195,25;37.178;90.270,25;387.335,25;10.746,75;5.668,25;244.556,25;404.904,75;218.506;72.435,5;14.651;36.451,5
05.12.2017;00:00;00:00;115.119,75;37.829;86.261,5;517.540,25;10.951,25;5.618;236.136,5;377.437,5;165.783,5;80.338,25;18.284,75;32.231
06.12.2017;00:00;00:00;113.835,75;37.358,25;74.294,5;558.172,5;8.008,25;5.610,75;237.215,25;327.558,75;189.535,25;85.083,5;22.575,75;31.029,5
07.12.2017;00:00;00:00;115.026,5;37.788;75.366;653.146;42.996;5.530,5;233.341,5;341.691;137.199;82.244,75;13.951,5;33.963,75
08.12.2017;00:00;00:00;116.337,25;39.210,25;92.877,25;565.302;20.502,5;5.492,75;236.863,25;358.985,25;122.390;84.362;18.070,5;33.622,75
09.12.2017;00:00;00:00;116.726,25;38.513,75;99.864,25;609.999,25;12.342,75;5.664;231.743;308.236,25;56.358;60.816,5;17.321,5;33.363,75
