Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
31.07.2023;00:00;00:00;685.549,75;337.359,75;325.093,75;2.533.011;1.199.585,75;16.666,5;0;654.659;328.244,75;595.496,75;200.672,25;213.434,5
07.08.2023;00:00;00:00;683.970,75;334.218,25;383.883,75;1.842.115,25;1.608.397,25;16.435;0;870.177,5;380.519,25;746.969,5;186.259,5;207.427,5
14.08.2023;00:00;00:00;679.587,75;322.422,75;303.501;648.877;1.736.569,25;16.589,75;0;1.124.403,5;419.372,5;881.288,25;196.909,5;220.417,5
21.08.2023;00:00;00:00;684.446,75;307.907,25;125.611,5;666.885,5;1.506.226,25;16.046;0;1.746.262,5;768.809,25;1.127.504,25;194.143,75;240.718,75
28.08.2023;00:00;00:00;706.475;330.496;175.712,75;823.922;1.233.121;17.121,5;0;1.661.829;576.247;1.014.391;171.790,5;230.500,5
04.09.2023;00:00;00:00;713.904,75;316.342,5;164.605,25;834.634;1.975.496,5;19.104,5;0;1.475.479,5;487.375;951.206;196.221,25;238.157,5
11.09.2023;00:00;00:00;707.932,75;297.595,25;258.393,5;685.256,25;1.554.024,5;21.188,5;0;1.703.688;759.794,75;972.663,5;206.804;238.944,25
18.09.2023;00:00;00:00;710.506;286.906,5;404.297,25;2.522.317,25;1.210.723,75;20.628;0;1.247.567,5;519.754;621.581;215.672,25;247.953,75
25.09.2023;00:00;00:00;740.856,25;261.736;492.511,75;1.153.550,75;1.421.251,25;21.372,75;0;1.542.837,25;675.786,25;764.514,5;212.066;240.329,25
02.10.2023;00:00;00:00;737.716,5;221.020,5;506.728,75;2.916.058,25;1.020.299;22.020,5;0;1.106.284;501.178,25;782.744;225.349,75;246.239,75
09.10.2023;00:00;00:00;714.463,75;218.310;573.950,75;3.142.917,5;825.498;21.725,25;0;1.354.152,25;762.867,5;900.670,5;249.026;254.387,5
16.10.2023;00:00;00:00;697.199,75;209.709,25;588.095,75;2.591.821,5;738.715,5;22.704;0;1.623.633,25;808.386,25;853.363,5;212.298,75;247.070,75
23.10.2023;00:00;00:00;745.883;232.321,5;712.451,5;2.032.939,5;470.587;23.973,5;0;1.907.757;918.819,25;977.843,5;211.978,5;235.877
30.10.2023;00:00;00:00;739.918,5;280.543,75;685.976;3.901.424,5;457.524,25;21.301,75;0;990.382,25;430.124,5;663.762,75;208.790,5;240.690,5
06.11.2023;00:00;00:00;741.006,5;263.646;568.427,25;3.564.072,25;448.342,75;23.938;0;1.711.907,25;605.220,5;913.107;210.218,75;224.671,5
13.11.2023;00:00;00:00;-;-;-;-;-;-;-;-;-;-;-;-
